question,answer,source_file
"b'What is the closest to -138 in 1, 0.097, -2/9, 5, -1?\n'",b'-1\n',comparison__closest_train.csv
"b'What is the nearest to -0.1 in -4, -0.06, -4.1?\n'",b'-0.06\n',comparison__closest_train.csv
"b'What is the nearest to -1/3 in -2/3, -108, 1/3, -32?\n'",b'-2/3\n',comparison__closest_train.csv
"b'What is the closest to -2/57 in 0.2, -0.6, -0.2?\n'",b'-0.2\n',comparison__closest_train.csv
b'Which is the nearest to -14/3?  (a) -11  (b) -0.1  (c) 2\n',b'b\n',comparison__closest_train.csv
b'Which is the nearest to 2/23?  (a) -413  (b) -1/7  (c) -2/17\n',b'c\n',comparison__closest_train.csv
"b'Let r = -0.1 - 0.9. Let a = -0.501 - 0.039. Let p = 0.04 + a. What is the third smallest value in -2/5, p, r?\n'",b'-2/5\n',comparison__kth_biggest_composed_train.csv
b'Let r = -41 + 41.3. Which is the biggest value?  (a) r  (b) -1  (c) -0.4\n',b'a\n',comparison__kth_biggest_composed_train.csv
"b'Let n = 6 + -8. Let r = -11 + 5. Let p = r + 5.8. What is the biggest value in n, 3, p?\n'",b'3\n',comparison__kth_biggest_composed_train.csv
"b'Let t = -11.7 - -2.7. Suppose -8 = z - 0. Let w = z - -11. What is the second biggest value in t, 0.4, w?\n'",b'0.4\n',comparison__kth_biggest_composed_train.csv
b'Let s = -968.2 + 967.8. Let t = 4 + -3. Which is the biggest value?  (a) s  (b) -0.3  (c) t\n',b'c\n',comparison__kth_biggest_composed_train.csv
b'Let i be 143798/(-2370) - 3/9. Let q = i + -31/79. Let n = 61 + q. Which is the second biggest value?  (a) 0.5  (b) 4/7  (c) n\n',b'a\n',comparison__kth_biggest_composed_train.csv
b'Let f(v) = -4*v - v + 0*v**3 + 3 - v**3 - 7*v**2. Let y be f(-6). Let n = -2.6 - -3. Which is the smallest value?  (a) y  (b) -1/11  (c) n\n',b'a\n',comparison__kth_biggest_composed_train.csv
b'Let n = -0.6 - -0.1. Let t = 1.5 - n. Let j = -0.3 + 0.2. Which is the second smallest value?  (a) t  (b) -3  (c) j\n',b'c\n',comparison__kth_biggest_composed_train.csv
"b'Let v = 3 + -2. Let t(g) = 10*g**2 - 2*g + 1. Let c be t(v). Suppose 44 = 5*k + c. What is the smallest value in k, 0.2, 1?\n'",b'0.2\n',comparison__kth_biggest_composed_train.csv
"b'Let k(s) = s**2 + 4*s + 14. Let a be k(-7). Suppose 4*d - 10 = 2*j, 6*d + a = 9*d + 4*j. Let x = -0.0349 - -0.1349. What is the biggest value in -3, -0.7, x, d?\n'",b'd\n',comparison__kth_biggest_composed_train.csv
b'Let m = 30.067 + -0.067. Let j = m - 30.17. Let s = 0.13 - j. Which is the third smallest value?  (a) -0.2  (b) -0.5  (c) s\n',b'c\n',comparison__kth_biggest_composed_train.csv
b'Let l = -2.07 + 0.07. Let y be ((-2)/(-24))/((-2)/(-4)). Which is the second smallest value?  (a) -4  (b) l  (c) y\n',b'b\n',comparison__kth_biggest_composed_train.csv
b'Let d = 17.5 - 17. Which is the biggest value?  (a) -4  (b) -1/4  (c) d\n',b'c\n',comparison__kth_biggest_composed_train.csv
"b'Let v = 1751.7 - 1752. What is the fourth biggest value in 0, -1.2, v, -1?\n'",b'-1.2\n',comparison__kth_biggest_composed_train.csv
"b'Let r = 1020 + -1025. What is the second smallest value in r, -35, -3/4?\n'",b'r\n',comparison__kth_biggest_composed_train.csv
"b'Let t = -70 - -70.2. Let j = 0.1 - 0.1. What is the second smallest value in j, -0.3, t?\n'",b'j\n',comparison__kth_biggest_composed_train.csv
b'Let z be 2/18 - (11 + (-1359)/162). Which is the biggest value?  (a) z  (b) 1/3  (c) -3\n',b'b\n',comparison__kth_biggest_composed_train.csv
b'Let u = 1 - 0.4. Let x = -33 + 28.6. Let j = u - x. Which is the third smallest value?  (a) -0.2  (b) j  (c) 3\n',b'b\n',comparison__kth_biggest_composed_train.csv
b'Let o = 335/7 - 48. Which is the smallest value?  (a) 4/3  (b) o  (c) 0.4\n',b'b\n',comparison__kth_biggest_composed_train.csv
"b'Let i be (150/(-15))/((-6)/(-9)*-6). What is the biggest value in -4, i, -0.3?\n'",b'i\n',comparison__kth_biggest_composed_train.csv
b'Which is the smallest value?  (a) -1  (b) -2/15  (c) 649/4\n',b'a\n',comparison__kth_biggest_train.csv
"b'What is the second smallest value in -0.07, -15, 0.1, -2?\n'",b'-2\n',comparison__kth_biggest_train.csv
b'Which is the second smallest value?  (a) 2/13  (b) 2  (c) -7305\n',b'a\n',comparison__kth_biggest_train.csv
b'Which is the second biggest value?  (a) 0.3  (b) -180  (c) 1/4  (d) -1/6  (e) 0.1\n',b'c\n',comparison__kth_biggest_train.csv
"b'What is the third smallest value in 0.5, 0.9, 102, -4?\n'",b'0.9\n',comparison__kth_biggest_train.csv
b'Which is the biggest value?  (a) 1/4  (b) 1/7  (c) -1.42\n',b'a\n',comparison__kth_biggest_train.csv
"b'What is the third biggest value in -0.1, 11, 13/4?\n'",b'-0.1\n',comparison__kth_biggest_train.csv
b'Which is the smallest value?  (a) -0.02  (b) -1.8  (c) -4\n',b'c\n',comparison__kth_biggest_train.csv
"b'What is the smallest value in 0.3, 4/7, -10, 10?\n'",b'-10\n',comparison__kth_biggest_train.csv
b'Which is the fifth smallest value?  (a) 11  (b) -4  (c) -1/2  (d) 1420838  (e) 1  (f) 5\n',b'a\n',comparison__kth_biggest_train.csv
"b'What is the biggest value in 2/3, 12100, 0.4, 2?\n'",b'12100\n',comparison__kth_biggest_train.csv
b'Which is the fifth biggest value?  (a) 3  (b) 0.5  (c) -2/9  (d) -3  (e) 44\n',b'd\n',comparison__kth_biggest_train.csv
b'Which is the third biggest value?  (a) -7  (b) -115  (c) 4\n',b'b\n',comparison__kth_biggest_train.csv
"b'What is the third biggest value in -3, -0.027, 0.4, 2/95?\n'",b'-0.027\n',comparison__kth_biggest_train.csv
"b'What is the fifth biggest value in 0.093, -9/16, 3, -1/3, 0, -5?\n'",b'-9/16\n',comparison__kth_biggest_train.csv
"b'What is the third biggest value in 0.3, -4, -4/7, 3, 258?\n'",b'0.3\n',comparison__kth_biggest_train.csv
"b'What is the smallest value in -12.8, 2/3, 48, 2/7, 2, 3?\n'",b'-12.8\n',comparison__kth_biggest_train.csv
"b'What is the third smallest value in 0.1, 43, -226/3?\n'",b'43\n',comparison__kth_biggest_train.csv
"b'What is the third biggest value in 0.4, -0.1, 67, 2, 3?\n'",b'2\n',comparison__kth_biggest_train.csv
"b'What is the smallest value in -2/7, 43, -1/4, -17?\n'",b'-17\n',comparison__kth_biggest_train.csv
b'Let p = -673/7 + 96. Is -5 bigger than p?\n',b'False\n',comparison__pair_composed_train.csv
b'Let t = 165 - 991/6. Do t and 2 have the same value?\n',b'False\n',comparison__pair_composed_train.csv
b'Let j = -3 - -3. Let g(f) = -4*f**2 + 6*f + 4. Let y be g(5). Let b be ((-16)/y)/((-2)/6). Which is bigger: j or b?\n',b'j\n',comparison__pair_composed_train.csv
b'Let v(p) = -p + 3. Let h be v(6). Let o = h - -11. Let l = o - 6. Which is bigger: 3/2 or l?\n',b'l\n',comparison__pair_composed_train.csv
b'Suppose -6*g = -7*g - 44. Let p be (47/(-2))/((-22)/g). Let j = 53 + p. Is -0.1 bigger than j?\n',b'False\n',comparison__pair_composed_train.csv
b'Let s = -0.3 - -0.2. Is -0.1 > s?\n',b'False\n',comparison__pair_composed_train.csv
b'Let y = -2 - -4. Let r be (-7)/6 + 1/2. Which is bigger: r or y?\n',b'y\n',comparison__pair_composed_train.csv
"b'Suppose 0*w + 3*c + 4 = w, w - 6 = 4*c. Let z be ((-4)/(-2))/2 + -3. Let d be z/4 - (-2)/(-4). Which is smaller: d or w?\n'",b'w\n',comparison__pair_composed_train.csv
b'Let k(f) be the second derivative of f**4/4 + 5*f**3/3 + f**2 + 4*f. Let l be k(-3). Which is smaller: l or 5/38?\n',b'l\n',comparison__pair_composed_train.csv
b'Let v = 2605 - 575707/221. Which is smaller: v or 17?\n',b'v\n',comparison__pair_composed_train.csv
b'Let z(x) = x**2 - 2. Let k be z(3). Suppose 0 = 5*b - k*b. Let s be 24/28 - 0 - b. Which is smaller: s or 1?\n',b's\n',comparison__pair_composed_train.csv
"b'Let z = -19 - -6. Suppose -24 = 4*p + l + 3*l, 2*p + 17 = -l. Which is smaller: p or z?\n'",b'z\n',comparison__pair_composed_train.csv
b'Let l(n) = n - 8. Let s be l(7). Is s bigger than -3/7?\n',b'False\n',comparison__pair_composed_train.csv
"b'Suppose -5*c - 918*i = -916*i + 17, -3*c - 3*i = 21. Let s(m) = -5 - 3*m + 1 + m**2 + 2. Let l be s(-2). Which is smaller: c or l?\n'",b'c\n',comparison__pair_composed_train.csv
"b'Suppose 10 = -b + 4*x, -2*x - 22 = 3*b + b. Suppose -71*u + 69*u = 4. Which is bigger: b or u?\n'",b'u\n',comparison__pair_composed_train.csv
"b'Suppose 11 + 89 = 4*y. Suppose 6*f + 14 = 2*f - 2*x, -5*f = 4*x + y. Let r(z) = -2*z - 11. Let v be r(-5). Does f = v?\n'",b'True\n',comparison__pair_composed_train.csv
b'Let d be ((-9)/18)/((-9)/(-347)). Let g = -39/2 - d. Which is greater: -1 or g?\n',b'g\n',comparison__pair_composed_train.csv
b'Let w(l) = -l + 16. Let x be w(15). Let v be x/2 - (-2 + (-33)/6). Let r(s) = s + 5. Let k be r(4). Which is greater: k or v?\n',b'k\n',comparison__pair_composed_train.csv
b'Let c be (-1)/(0 + 1/3). Let d be 3 - c*6/(-9). Let j be 1 - 11/6 - -1. Which is greater: j or d?\n',b'd\n',comparison__pair_composed_train.csv
b'Suppose -7 = n - 1. Let a be (-4)/6 + (-4)/n. Let z be 13 + -8 - 22/6. Is a at most z?\n',b'True\n',comparison__pair_composed_train.csv
b'Is 102 equal to 102?\n',b'True\n',comparison__pair_train.csv
b'Is 2142 not equal to 2142?\n',b'False\n',comparison__pair_train.csv
b'Which is bigger: -318 or -238?\n',b'-238\n',comparison__pair_train.csv
b'Which is greater: -2/2281419 or 0?\n',b'0\n',comparison__pair_train.csv
b'Is -9130984 greater than or equal to -9130941?\n',b'False\n',comparison__pair_train.csv
b'Which is bigger: -13/36 or 1?\n',b'1\n',comparison__pair_train.csv
b'Does 0 = 7/317?\n',b'False\n',comparison__pair_train.csv
b'Which is greater: 51 or 54?\n',b'54\n',comparison__pair_train.csv
b'Which is greater: 87.84 or -1.3?\n',b'87.84\n',comparison__pair_train.csv
b'Is 2 >= 6396/8351?\n',b'True\n',comparison__pair_train.csv
b'Which is smaller: 818/5103 or 0?\n',b'0\n',comparison__pair_train.csv
b'Which is smaller: 108 or -28?\n',b'-28\n',comparison__pair_train.csv
b'Which is bigger: 1 or -3/784?\n',b'1\n',comparison__pair_train.csv
b'Which is smaller: -4615932 or -4615937?\n',b'-4615937\n',comparison__pair_train.csv
b'Is -22512 less than or equal to -22511?\n',b'True\n',comparison__pair_train.csv
b'Is 24/121 less than or equal to -1?\n',b'False\n',comparison__pair_train.csv
b'Which is greater: 150254 or 2/9?\n',b'150254\n',comparison__pair_train.csv
b'Are -1/5381080 and -1 equal?\n',b'False\n',comparison__pair_train.csv
b'Which is smaller: -3/118 or -1?\n',b'-1\n',comparison__pair_train.csv
b'Which is greater: -80/31153 or 0?\n',b'0\n',comparison__pair_train.csv
"b'Let a = 27.4 - 27. Put a, 0, -0.5 in increasing order.\n'","b'-0.5, 0, a\n'",comparison__sort_composed_train.csv
"b'Let r = 0.1 + -0.1. Let o = -1/3 + 16/21. Let t be (-2 - -1) + -3 - -8. Sort r, t, o in ascending order.\n'","b'r, o, t\n'",comparison__sort_composed_train.csv
"b'Let a = -46 - 10. Let n = -54 - a. Let t = 1 - 6. Put t, -3, n in descending order.\n'","b'n, -3, t\n'",comparison__sort_composed_train.csv
"b'Let k = -60 - -75. Let y(u) = 2*u**2 - 31*u + 15. Let g be y(k). Put g, 3, -2 in increasing order.\n'","b'-2, g, 3\n'",comparison__sort_composed_train.csv
"b'Suppose -24 = -4*q + 4*w, -5*q + 2*w = -0*w - 27. Sort -31, 4, -3, q, -13 in decreasing order.\n'","b'q, 4, -3, -13, -31\n'",comparison__sort_composed_train.csv
"b'Let n = -66 + 66.5. Sort 6, n, -0.4, -5.\n'","b'-5, -0.4, n, 6\n'",comparison__sort_composed_train.csv
"b'Let k be (-2)/(-8) + 14/8. Let d be -4 + 2 + 2 + 5. Let q be -1 - (-4 + 0/2). Put d, q, k in decreasing order.\n'","b'd, q, k\n'",comparison__sort_composed_train.csv
"b'Let n = 5 + -4.9. Let u = 0.4 + n. Let f be ((-4)/63)/(8/(-12)). Put -5, u, f in ascending order.\n'","b'-5, f, u\n'",comparison__sort_composed_train.csv
"b'Let k = 0.388 + 4.58. Let v = 0.032 + k. Let u = -2.98 + -0.02. Put u, 4, v in decreasing order.\n'","b'v, 4, u\n'",comparison__sort_composed_train.csv
"b'Suppose 103*r + 22503 - 3448 = 0. Sort -3, r, -4 in decreasing order.\n'","b'-3, -4, r\n'",comparison__sort_composed_train.csv
"b'Let s(b) = -13*b + 21. Let y be s(2). Suppose 53 - 140 = -3*r. Sort r, -4, y in decreasing order.\n'","b'r, -4, y\n'",comparison__sort_composed_train.csv
"b'Let c be ((-2)/12)/((-1)/4). Let n = 1.3 + -2. Let v = n + -1.3. Put 5, c, v in decreasing order.\n'","b'5, c, v\n'",comparison__sort_composed_train.csv
"b'Let f = 4 + -3. Let o be (-22)/(-10) - f/5. Sort o, -3, -1 in decreasing order.\n'","b'o, -1, -3\n'",comparison__sort_composed_train.csv
"b'Let n be (-2)/((-28)/126) + -9. Sort -2, -4, -5, 8, n in ascending order.\n'","b'-5, -4, -2, n, 8\n'",comparison__sort_composed_train.csv
"b'Let j = -36 + 44. Let k be ((-8)/60)/(j/(-84)). Let o = k + -39/35. Sort -10/9, o, 1/4.\n'","b'-10/9, 1/4, o\n'",comparison__sort_composed_train.csv
"b'Let m = 93 + -97. Put -2, -3, 0, m in descending order.\n'","b'0, -2, -3, m\n'",comparison__sort_composed_train.csv
"b'Let o be (-231)/44 + 2/8. Let y be ((-15)/6)/(1/(-2)). Sort o, y, -4.\n'","b'o, -4, y\n'",comparison__sort_composed_train.csv
"b'Let q = 48/139 - 619/1390. Let b = -205 + 3077/15. Sort q, -0.4, b.\n'","b'-0.4, q, b\n'",comparison__sort_composed_train.csv
"b'Let o(q) = -q**2 - 3*q + 3. Let l be o(-4). Let r be 2*((-6)/15 - 58/(-20)). Put r, 2, l in ascending order.\n'","b'l, 2, r\n'",comparison__sort_composed_train.csv
"b'Suppose -105 = -15*h - 45. Suppose -7*l - 18 = -4*l. Let f(a) = -a - 1. Let r be f(l). Put h, -2, r in increasing order.\n'","b'-2, h, r\n'",comparison__sort_composed_train.csv
"b'Put 0.08, 1/3, 2/3, -14/9 in descending order.\n'","b'2/3, 1/3, 0.08, -14/9\n'",comparison__sort_train.csv
"b'Put 3, -5, 2, -87 in decreasing order.\n'","b'3, 2, -5, -87\n'",comparison__sort_train.csv
"b'Sort 175, 94, -3/7 in descending order.\n'","b'175, 94, -3/7\n'",comparison__sort_train.csv
"b'Sort -3, 2/3, -0.1, -9/8957, 4 in decreasing order.\n'","b'4, 2/3, -9/8957, -0.1, -3\n'",comparison__sort_train.csv
"b'Sort -28, -19832, 11 in increasing order.\n'","b'-19832, -28, 11\n'",comparison__sort_train.csv
"b'Put 4, -2, -14, 3, 11 in descending order.\n'","b'11, 4, 3, -2, -14\n'",comparison__sort_train.csv
"b'Sort 4, 1, -3, -5, -4 in increasing order.\n'","b'-5, -4, -3, 1, 4\n'",comparison__sort_train.csv
"b'Sort 2, 615, 4, -3 in descending order.\n'","b'615, 4, 2, -3\n'",comparison__sort_train.csv
"b'Sort -2, 8715, 2, -0.4 in increasing order.\n'","b'-2, -0.4, 2, 8715\n'",comparison__sort_train.csv
"b'Sort 0, -5, -4866390 in descending order.\n'","b'0, -5, -4866390\n'",comparison__sort_train.csv
"b'Put 130, -2, -4, -8, 0 in descending order.\n'","b'130, 0, -2, -4, -8\n'",comparison__sort_train.csv
"b'Put -4086, 2/3, 3/5, -4 in descending order.\n'","b'2/3, 3/5, -4, -4086\n'",comparison__sort_train.csv
"b'Put 2, 4, 3/19 in descending order.\n'","b'4, 2, 3/19\n'",comparison__sort_train.csv
"b'Sort 24, 19317, 1.\n'","b'1, 24, 19317\n'",comparison__sort_train.csv
"b'Put 76, 1, 10, -6 in descending order.\n'","b'76, 10, 1, -6\n'",comparison__sort_train.csv
"b'Sort -2, 4, 1, 3, -25 in increasing order.\n'","b'-25, -2, 1, 3, 4\n'",comparison__sort_train.csv
"b'Sort 1.2, -4, -1235/12 in decreasing order.\n'","b'1.2, -4, -1235/12\n'",comparison__sort_train.csv
"b'Put 1, -5, 0.962 in descending order.\n'","b'1, 0.962, -5\n'",comparison__sort_train.csv
"b'Put -10, 10, 2, 3 in decreasing order.\n'","b'10, 3, 2, -10\n'",comparison__sort_train.csv
"b'Sort 14, 3, 242, -14 in descending order.\n'","b'242, 14, 3, -14\n'",comparison__sort_train.csv
b'How many nanoseconds are there in 9.76528s?\n',b'9765280000\n',measurement__conversion_train.csv
b'How many hours are there in 5/6 of a day?\n',b'20\n',measurement__conversion_train.csv
b'How many millilitres are there in 27/2 of a litre?\n',b'13500\n',measurement__conversion_train.csv
b'How many millilitres are there in 43356.71 litres?\n',b'43356710\n',measurement__conversion_train.csv
b'What is fourty-three halves of a litre in millilitres?\n',b'21500\n',measurement__conversion_train.csv
b'What is 3/25 of a centimeter in micrometers?\n',b'1200\n',measurement__conversion_train.csv
b'How many seconds are there in 0.3999744 microseconds?\n',b'0.0000003999744\n',measurement__conversion_train.csv
b'How many millimeters are there in 1/10 of a kilometer?\n',b'100000\n',measurement__conversion_train.csv
b'What is 8/25 of a century in years?\n',b'32\n',measurement__conversion_train.csv
b'How many litres are there in 309075.4 millilitres?\n',b'309.0754\n',measurement__conversion_train.csv
b'What is 5/8 of a litre in millilitres?\n',b'625\n',measurement__conversion_train.csv
b'How many millilitres are there in 31/2 of a litre?\n',b'15500\n',measurement__conversion_train.csv
b'How many millilitres are there in 810.0035 litres?\n',b'810003.5\n',measurement__conversion_train.csv
b'What is 3.82245 millilitres in litres?\n',b'0.00382245\n',measurement__conversion_train.csv
b'How many tonnes are there in 6.795851g?\n',b'0.000006795851\n',measurement__conversion_train.csv
b'What is 64957.5 years in decades?\n',b'6495.75\n',measurement__conversion_train.csv
b'What is seventy-seven fifths of a meter in millimeters?\n',b'15400\n',measurement__conversion_train.csv
b'How many milligrams are there in 2.39535 tonnes?\n',b'2395350000\n',measurement__conversion_train.csv
b'What is 19/4 of a week in minutes?\n',b'47880\n',measurement__conversion_train.csv
b'What is 7/18 of a hour in seconds?\n',b'1400\n',measurement__conversion_train.csv
b'How many minutes are there between 7:34 PM and 8:33 PM?\n',b'59\n',measurement__time_train.csv
b'How many minutes are there between 3:03 AM and 10:22 AM?\n',b'439\n',measurement__time_train.csv
b'What is 399 minutes after 12:07 PM?\n',b'6:46 PM\n',measurement__time_train.csv
b'What is 286 minutes after 5:37 AM?\n',b'10:23 AM\n',measurement__time_train.csv
b'How many minutes are there between 12:31 PM and 2:48 PM?\n',b'137\n',measurement__time_train.csv
b'How many minutes are there between 2:39 PM and 10:39 PM?\n',b'480\n',measurement__time_train.csv
b'What is 42 minutes after 7:08 PM?\n',b'7:50 PM\n',measurement__time_train.csv
b'How many minutes are there between 7:03 AM and 9:28 AM?\n',b'145\n',measurement__time_train.csv
b'How many minutes are there between 6:10 AM and 10:34 AM?\n',b'264\n',measurement__time_train.csv
b'How many minutes are there between 4:27 PM and 8:39 PM?\n',b'252\n',measurement__time_train.csv
b'How many minutes are there between 6:10 PM and 3:00 AM?\n',b'530\n',measurement__time_train.csv
b'What is 203 minutes after 4:32 AM?\n',b'7:55 AM\n',measurement__time_train.csv
b'What is 599 minutes after 11:07 AM?\n',b'9:06 PM\n',measurement__time_train.csv
b'What is 703 minutes before 9:02 AM?\n',b'9:19 PM\n',measurement__time_train.csv
b'How many minutes are there between 2:16 AM and 5:47 AM?\n',b'211\n',measurement__time_train.csv
b'How many minutes are there between 5:15 AM and 12:48 PM?\n',b'453\n',measurement__time_train.csv
b'How many minutes are there between 6:55 AM and 1:07 PM?\n',b'372\n',measurement__time_train.csv
b'What is 467 minutes before 6:59 PM?\n',b'11:12 AM\n',measurement__time_train.csv
b'How many minutes are there between 11:41 AM and 10:20 PM?\n',b'639\n',measurement__time_train.csv
b'How many minutes are there between 9:35 AM and 7:27 PM?\n',b'592\n',measurement__time_train.csv
b'Convert -33 (base 5) to base 2.\n',b'-10010\n',numbers__base_conversion_train.csv
b'What is -10 (base 3) in base 5?\n',b'-3\n',numbers__base_conversion_train.csv
b'What is 154 (base 15) in base 5?\n',b'2204\n',numbers__base_conversion_train.csv
b'-15198 (base 11) to base 8\n',b'-52024\n',numbers__base_conversion_train.csv
b'-1404200034 (base 5) to base 9\n',b'-6662770\n',numbers__base_conversion_train.csv
b'Convert 102 (base 9) to base 4.\n',b'1103\n',numbers__base_conversion_train.csv
b'-120 (base 4) to base 5\n',b'-44\n',numbers__base_conversion_train.csv
b'Convert a7 (base 11) to base 16.\n',b'75\n',numbers__base_conversion_train.csv
b'Convert 20020201 (base 3) to base 7.\n',b'16165\n',numbers__base_conversion_train.csv
b'What is 101010110011111001100 (base 2) in base 7?\n',b'14631610\n',numbers__base_conversion_train.csv
b'What is 130a7 (base 11) in base 6?\n',b'222451\n',numbers__base_conversion_train.csv
b'Convert 4 (base 5) to base 12.\n',b'4\n',numbers__base_conversion_train.csv
b'Convert -606 (base 7) to base 16.\n',b'-12c\n',numbers__base_conversion_train.csv
b'What is 22130300310 (base 4) in base 13?\n',b'74ba79\n',numbers__base_conversion_train.csv
b'What is 775 (base 11) in base 2?\n',b'1110100001\n',numbers__base_conversion_train.csv
b'11 (base 14) to base 12\n',b'13\n',numbers__base_conversion_train.csv
b'14043 (base 12) to base 10\n',b'27699\n',numbers__base_conversion_train.csv
b'What is -30241 (base 6) in base 16?\n',b'-f91\n',numbers__base_conversion_train.csv
b'What is -1122 (base 3) in base 14?\n',b'-32\n',numbers__base_conversion_train.csv
b'-38ab (base 14) to base 11\n',b'-7527\n',numbers__base_conversion_train.csv
"b'Suppose 0 = 2*h - 3*s - 15, -4*h = h - s - 5. Suppose h = n - 5*n. Let a = 1 + n. Calculate the remainder when a is divided by 1.\n'",b'0\n',numbers__div_remainder_composed_train.csv
"b'Suppose 4*p - 2*j + 3*j - 15 = 0, 0 = -3*j - 15. Let s = -7 - -15. What is the remainder when s is divided by p?\n'",b'3\n',numbers__div_remainder_composed_train.csv
b'Let n(x) = 3*x**3 - x**2 - 4*x + 3. Let f be n(2). Suppose -f*d - 220 = -19*d. What is the remainder when d is divided by 29?\n',b'26\n',numbers__div_remainder_composed_train.csv
"b'Suppose -3*q + u + 33 = -92, 5*q - 4*u - 213 = 0. What is the remainder when 80 is divided by q?\n'",b'39\n',numbers__div_remainder_composed_train.csv
b'Let w(d) = -84*d - 3. Calculate the remainder when w(-6) is divided by 2516/40 + 14/(-1400)*-10.\n',b'60\n',numbers__div_remainder_composed_train.csv
b'Let g(f) = f**2 - f + 7. Let t be g(0). Let r(n) = n**2 + n + 56. Let m be r(0). Suppose m = t*s - 3*s. What is the remainder when 26 is divided by s?\n',b'12\n',numbers__div_remainder_composed_train.csv
"b'Suppose 3*c = -q + 176, 0 = c + c + 4*q - 134. Suppose 2*g - c - 1 = 0. Calculate the remainder when g is divided by 8.\n'",b'5\n',numbers__div_remainder_composed_train.csv
b'Calculate the remainder when ((-1456)/(-48))/(2/6) is divided by 31.\n',b'29\n',numbers__div_remainder_composed_train.csv
b'Let d(v) = v**2 - 6*v + 10. Let t be d(4). Suppose -11 = -t*l + 1. What is the remainder when 23 is divided by l?\n',b'5\n',numbers__div_remainder_composed_train.csv
b'Suppose -5 = 9*t - 113. Calculate the remainder when 485 is divided by t.\n',b'5\n',numbers__div_remainder_composed_train.csv
b'Let x be 5/2*(-78)/(-15). Suppose 18*h - x*h = -25. Calculate the remainder when (-16)/20 + (-124)/h is divided by 5.\n',b'4\n',numbers__div_remainder_composed_train.csv
b'Suppose 0 = -8*f + 5*f. Suppose -4*o + 6 + 14 = f. Suppose 6 = -4*h + 14. Calculate the remainder when o is divided by h.\n',b'1\n',numbers__div_remainder_composed_train.csv
b'Suppose -3*t + 4*t = -27. Let s = t - -43. What is the remainder when s is divided by 9?\n',b'7\n',numbers__div_remainder_composed_train.csv
b'Let q(b) = 17 - 3 + 2 + 9*b - 10*b. Let w = 53 + -70. What is the remainder when q(w) is divided by 9?\n',b'6\n',numbers__div_remainder_composed_train.csv
b'Suppose -p = -3*p + 30. What is the remainder when p is divided by (-30)/(-5)*(-18)/(-12)?\n',b'6\n',numbers__div_remainder_composed_train.csv
b'Let b = -11 - -7. What is the remainder when b/(-16) - 165/(-12) is divided by 5?\n',b'4\n',numbers__div_remainder_composed_train.csv
b'Let v be (2 - (5 + -2)) + 57. Let r = v - 14. Let z = 10 - -5. Calculate the remainder when r is divided by z.\n',b'12\n',numbers__div_remainder_composed_train.csv
b'Let v(l) = -l**2 - 30*l + 393. Calculate the remainder when v(9) is divided by 8.\n',b'2\n',numbers__div_remainder_composed_train.csv
"b'Suppose 2*o + 1 = 7. Suppose 1 = b - 3*l, 0 = -b - o*b - 2*l + 46. Let j = -9 - -27. What is the remainder when j is divided by b?\n'",b'8\n',numbers__div_remainder_composed_train.csv
b'Let c(k) = -k**2 + 16*k - 26. Let i(x) = -3*x - 7. Let d be i(-6). Calculate the remainder when c(d) is divided by 10.\n',b'9\n',numbers__div_remainder_composed_train.csv
b'What is the remainder when 81 is divided by 19?\n',b'5\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 153 is divided by 55.\n',b'43\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 8785 is divided by 2189.\n',b'29\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 2273637 is divided by 10.\n',b'7\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 135053 is divided by 701.\n',b'461\n',numbers__div_remainder_train.csv
b'What is the remainder when 587 is divided by 136?\n',b'43\n',numbers__div_remainder_train.csv
b'What is the remainder when 1917 is divided by 19?\n',b'17\n',numbers__div_remainder_train.csv
b'What is the remainder when 11520 is divided by 23?\n',b'20\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 23535 is divided by 23475.\n',b'60\n',numbers__div_remainder_train.csv
b'What is the remainder when 10876 is divided by 996?\n',b'916\n',numbers__div_remainder_train.csv
b'What is the remainder when 8606 is divided by 86?\n',b'6\n',numbers__div_remainder_train.csv
b'What is the remainder when 1252 is divided by 114?\n',b'112\n',numbers__div_remainder_train.csv
b'What is the remainder when 984 is divided by 10?\n',b'4\n',numbers__div_remainder_train.csv
b'What is the remainder when 230031 is divided by 114969?\n',b'93\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 2554554 is divided by 3.\n',b'0\n',numbers__div_remainder_train.csv
b'What is the remainder when 366 is divided by 74?\n',b'70\n',numbers__div_remainder_train.csv
b'What is the remainder when 179209 is divided by 47?\n',b'45\n',numbers__div_remainder_train.csv
b'What is the remainder when 108505 is divided by 700?\n',b'5\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 36 is divided by 12.\n',b'0\n',numbers__div_remainder_train.csv
b'Calculate the remainder when 9903 is divided by 451.\n',b'432\n',numbers__div_remainder_train.csv
b'Let h(m) = m**2 - m + 126. Suppose -6 + 0 = 2*i. Let p be (0/(i - -4))/(-1). Let g be h(p). Calculate the highest common factor of 18 and g.\n',b'18\n',numbers__gcd_composed_train.csv
